Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Notre Dame,85.3,96.7,93.1,99.2,84.3,78,90.0,50.0,80.0,56.0,86,100.0
Texas,82.3,90.8,83.1,97.7,89.7,82,90.0,50.0,59.9,68.2,98,80.0
Texas Tech,81.5,74.2,95.4,87.7,78.4,82,100.0,50.0,91.5,57.5,74,100.0
Bowling Green,81.4,86.7,98.5,62.3,78.4,70,100.0,50.0,89.0,57.5,74,100.0
Alabama,80.7,83.3,94.6,98.5,84.1,74,100.0,50.0,58.3,54.5,62,100.0
Nebraska,78.8,96.7,99.2,20.8,93.6,78,90.0,50.0,57.2,56.0,100,50.0
Ohio State,77.4,90.8,96.9,94.6,81.8,66,70.0,50.0,52.9,33.5,74,100.0
Michigan,76.1,96.7,88.5,96.2,81.7,62,50.0,50.0,81.3,57.5,62,50.0
Georgia,75.5,89.2,97.7,61.5,85.0,78,70.0,50.0,69.8,56.0,50,50.0
Ole Miss,75.4,70.0,89.2,96.9,75.0,86,80.0,50.0,73.5,53.0,74,50.0
Auburn,74.6,55.8,81.5,93.8,75.8,78,100.0,50.0,57.9,71.0,98,100.0
Clemson,74.5,90.8,84.6,69.2,74.5,74,70.0,50.0,63.4,17.3,98,80.0
Penn State,73.0,80.0,91.5,90.0,78.9,58,70.0,50.0,69.9,54.5,50,50.0
USF,72.7,48.3,93.8,95.4,70.1,78,100.0,50.0,77.4,20.3,62,100.0
Georgia Tech,72.4,70.0,73.1,66.2,78.2,82,100.0,50.0,66.7,51.5,74,50.0
Texas A&M,72.4,63.3,72.3,80.0,74.2,78,100.0,50.0,77.7,56.0,74,50.0
Florida State,72.1,74.2,86.2,86.9,80.0,82,70.0,50.0,50.4,50.0,74,50.0
USC,71.7,83.3,96.2,56.2,76.8,62,70.0,50.0,63.5,50.0,62,50.0
Miami,71.5,83.3,90.8,0.0,85.0,66,90.0,50.0,49.4,100.0,86,50.0
Florida,71.2,65.0,82.3,83.8,73.5,78,70.0,50.0,62.2,54.5,86,100.0
Oklahoma,70.6,54.2,77.7,70.8,87.0,78,90.0,50.0,62.1,54.5,98,50.0
LSU,70.4,66.7,78.5,78.5,73.0,70,70.0,50.0,82.3,56.0,62,100.0
Rapid City,69.5,74.2,86.9,82.3,80.5,66,70.0,50.0,47.4,54.5,50,50.0
TCU,66.4,53.3,83.8,92.3,74.8,82,50.0,50.0,74.4,51.5,62,50.0
Oregon,66.3,66.7,85.4,86.2,75.6,54,50.0,50.0,66.5,50.0,62,50.0
Tennessee,65.9,46.7,73.8,91.5,68.2,78,90.0,50.0,57.4,45.5,62,50.0
Washington,65.3,66.7,90.0,36.9,66.9,66,65.0,50.0,46.0,100.0,74,50.0
San Jose State,65.3,42.5,92.3,93.1,75.5,66,55.0,50.0,53.4,100.0,50,100.0
Hammond,65.0,70.0,87.7,40.0,68.1,66,70.0,50.0,49.1,41.0,74,50.0
NC State,64.6,57.5,79.2,58.5,78.8,78,70.0,50.0,42.9,76.7,62,50.0
Oklahoma State,62.7,55.8,74.6,74.6,67.8,50,70.0,50.0,68.4,57.5,50,50.0
Arizona State,62.6,40.8,76.2,71.5,63.2,58,90.0,50.0,67.7,54.5,62,50.0
Alabaster,60.4,46.7,67.7,12.3,75.6,70,100.0,50.0,41.9,100.0,62,50.0
Wyoming,60.0,48.3,39.2,44.6,83.8,82,90.0,50.0,59.1,51.5,74,50.0
Panama City,60.0,39.2,80.8,84.6,70.5,66,70.0,50.0,57.3,4.7,50,50.0
Arkansas,59.4,46.7,70.8,47.7,71.6,66,90.0,50.0,29.8,71.6,50,50.0
UCLA,58.8,40.8,76.9,45.4,67.5,66,70.0,50.0,61.0,57.5,62,50.0
West Virginia,58.0,33.3,60.0,42.3,79.0,62,70.0,50.0,66.9,56.0,86,100.0
Death Valley,57.6,29.2,63.8,63.8,73.0,74,100.0,50.0,27.8,23.0,62,80.0
Duke,57.3,24.2,75.4,89.2,63.2,62,70.0,50.0,52.0,56.0,62,50.0
Houston,57.0,27.5,66.2,88.5,83.5,54,55.0,50.0,67.2,62.0,50,50.0
East Carolina,56.8,20.0,50.8,73.1,68.5,58,100.0,50.0,69.7,59.0,62,50.0
Baylor,56.4,36.7,80.0,50.0,59.5,62,70.0,50.0,56.4,45.5,50,50.0
North Carolina,56.1,31.7,66.9,36.2,67.1,66,90.0,50.0,51.0,51.5,62,50.0
SMU,55.3,31.7,71.5,57.7,67.5,62,70.0,50.0,55.2,40.9,50,50.0
Stanford,53.8,33.3,49.2,60.8,67.1,54,90.0,50.0,49.1,39.5,50,50.0
Wake Forest,53.0,5.8,61.5,72.3,65.8,62,90.0,50.0,59.7,60.5,50,50.0
North Texas,52.6,27.5,64.6,90.8,58.2,66,55.0,50.0,52.6,11.6,50,50.0
Virginia Tech,52.3,33.3,69.2,43.8,65.5,62,50.0,50.0,55.8,42.5,62,50.0
Indiana,51.8,20.0,55.4,60.0,66.4,70,55.0,50.0,73.5,53.0,62,50.0
California,51.5,20.0,65.4,77.7,53.2,74,70.0,50.0,42.8,23.0,50,50.0
Missouri,51.0,20.0,63.1,63.1,66.5,70,70.0,50.0,39.8,29.0,50,50.0
Memphis,49.8,16.7,57.7,76.2,53.5,58,70.0,50.0,51.9,42.5,50,50.0
San Diego State,48.9,39.2,40.0,50.0,67.3,54,55.0,50.0,46.4,36.5,62,50.0
Iowa,48.1,29.2,70.0,26.2,58.0,62,55.0,50.0,40.9,38.0,50,50.0
BYU,48.0,30.0,36.2,46.2,60.2,62,50.0,50.0,80.7,53.0,50,50.0
UCF,47.9,0.0,44.6,76.9,60.5,74,80.0,50.0,53.9,47.0,50,50.0
Wisconsin,47.5,20.0,60.8,16.9,66.3,70,55.0,50.0,54.2,29.0,74,50.0
Illinois,47.2,7.5,54.6,83.1,58.5,70,55.0,50.0,28.9,91.1,50,50.0
Toledo,47.1,12.5,53.8,73.8,50.5,50,55.0,50.0,66.9,54.5,50,50.0
Kansas,46.2,16.7,40.8,59.2,58.0,54,70.0,50.0,50.2,50.0,50,50.0
South Carolina,45.5,7.5,38.5,80.8,65.5,54,70.0,50.0,22.8,91.2,50,50.0
Pittsburgh,45.3,24.2,32.3,6.9,76.5,54,70.0,50.0,63.4,56.0,50,50.0
Troy,45.1,16.7,46.9,48.5,71.5,50,55.0,50.0,60.8,6.3,50,50.0
Virginia,44.9,16.7,56.2,81.5,50.5,54,55.0,50.0,33.3,0.0,50,50.0
Temple,44.3,7.5,58.5,79.2,56.0,50,50.0,50.0,41.4,27.5,50,50.0
Kentucky,43.9,4.2,37.7,67.7,58.5,62,70.0,50.0,46.5,39.5,50,50.0
Fresno State,43.4,0.0,45.4,54.6,56.5,66,55.0,50.0,52.1,89.3,50,50.0
Louisville,43.4,13.3,43.8,17.7,58.8,74,70.0,50.0,38.3,36.5,62,50.0
Michigan State,43.0,7.5,48.5,30.0,56.0,54,55.0,50.0,59.2,86.8,50,50.0
Charlotte,42.9,0.0,3.8,41.5,90.5,58,100.0,50.0,48.7,50.0,50,50.0
Colorado,42.8,7.5,56.9,50.8,55.8,62,50.0,50.0,29.4,64.4,50,50.0
Utah,42.7,7.5,41.5,75.4,60.5,62,50.0,50.0,38.2,33.5,50,50.0
