Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Texas Tech,87.2,86.7,97.3,82.7,88.2,90,90.0,80.0,76.3,57.5,98,100.0
Notre Dame,85.6,83.3,93.5,99.2,84.1,74,100.0,80.0,75.9,53.0,74,100.0
Bowling Green,84.1,96.7,96.9,67.7,82.1,90,70.0,80.0,82.2,54.5,74,100.0
Nebraska,80.8,96.7,98.8,49.6,94.6,74,70.0,66.7,56.5,48.5,100,100.0
Texas,80.7,74.2,80.8,89.2,80.1,82,90.0,80.0,77.5,53.0,86,100.0
Ole Miss,80.7,70.8,89.2,93.8,79.8,78,100.0,80.0,74.8,51.5,74,50.0
Florida State,78.8,70.0,88.5,42.7,83.5,82,100.0,80.0,83.7,54.5,74,100.0
Ohio State,78.6,90.8,96.9,68.8,79.8,62,90.0,66.7,47.8,48.5,86,50.0
Miami,78.2,89.2,91.9,47.7,82.9,70,70.0,80.0,78.0,53.0,86,50.0
Florida,77.5,83.3,86.2,85.4,80.7,78,70.0,80.0,68.1,54.5,62,50.0
Georgia,76.7,81.7,94.6,72.7,77.7,86,80.0,66.7,44.4,48.5,86,50.0
Alabama,74.7,74.2,95.4,78.8,78.3,86,90.0,33.3,50.6,42.5,98,50.0
Oregon,74.3,74.2,86.2,89.2,81.4,70,50.0,80.0,75.7,54.5,74,50.0
San Jose State,74.3,63.3,93.5,93.8,69.0,74,70.0,80.0,81.2,54.5,50,50.0
USF,73.7,44.2,95.8,77.7,69.0,78,100.0,80.0,76.7,57.5,62,50.0
Michigan,72.9,65.0,85.4,96.5,72.7,62,80.0,80.0,63.7,53.0,50,50.0
Auburn,71.4,57.5,83.5,95.0,77.2,66,100.0,66.7,58.7,0.3,62,50.0
NC State,71.2,53.3,80.0,73.1,71.8,86,90.0,66.7,66.1,48.5,86,50.0
Texas A&M,70.9,70.0,76.2,86.5,84.5,66,50.0,80.0,71.8,53.0,62,50.0
Penn State,70.9,60.8,91.9,83.5,75.2,74,100.0,33.3,31.8,100.0,74,50.0
Tennessee,70.7,46.7,74.6,90.0,72.5,74,90.0,80.0,68.1,53.0,74,50.0
LSU,70.7,70.0,80.0,86.9,76.4,74,55.0,66.7,51.0,96.7,74,50.0
Washington,68.8,55.8,88.1,61.5,67.1,66,80.0,66.7,63.8,50.0,86,50.0
Hammond,67.5,65.0,85.8,66.9,77.0,74,90.0,33.3,43.0,38.0,74,50.0
Rapid City,67.4,80.0,85.8,86.2,76.9,82,70.0,20.0,33.5,35.0,62,50.0
USC,66.0,86.7,92.3,37.3,75.3,70,70.0,33.3,36.6,42.5,50,50.0
Clemson,65.5,83.3,86.2,71.5,73.2,58,70.0,20.0,29.4,44.0,74,50.0
TCU,65.1,62.5,80.0,91.9,67.5,58,70.0,50.0,49.9,51.5,50,50.0
Oklahoma,65.1,40.8,80.4,84.2,74.1,74,50.0,80.0,73.7,51.5,62,50.0
Oklahoma State,63.9,53.3,76.2,48.8,74.5,58,70.0,80.0,43.6,100.0,50,50.0
Wyoming,63.8,54.2,38.1,40.8,86.4,78,100.0,66.7,65.3,11.0,74,100.0
East Carolina,61.3,13.3,57.7,79.2,90.5,58,100.0,80.0,59.0,56.0,62,50.0
West Virginia,61.0,44.2,59.2,33.1,76.4,78,90.0,66.7,40.4,50.1,86,50.0
San Diego State,61.0,33.3,67.7,73.5,72.8,70,80.0,75.0,58.6,9.5,62,50.0
North Carolina,60.4,46.7,70.4,44.6,65.1,74,70.0,66.7,50.7,48.5,62,80.0
Georgia Tech,59.6,44.2,69.2,49.2,76.9,78,70.0,50.0,47.8,47.0,74,50.0
Arkansas,59.1,33.3,67.3,48.5,65.6,58,70.0,80.0,79.9,51.5,50,50.0
Baylor,58.8,40.8,76.2,69.6,59.7,74,55.0,66.7,52.8,51.5,50,50.0
UCLA,58.4,48.3,73.8,48.5,71.5,70,70.0,50.0,38.1,41.0,62,50.0
Virginia Tech,57.7,29.2,73.1,56.9,63.5,54,55.0,80.0,74.9,51.5,62,50.0
Panama City,57.4,44.2,77.7,65.8,64.5,62,50.0,66.7,52.8,15.2,50,50.0
Alabaster,57.4,36.7,68.8,14.2,70.2,78,55.0,80.0,73.2,53.0,62,50.0
Wisconsin,57.1,24.2,64.2,44.2,78.9,78,55.0,80.0,52.8,53.0,86,50.0
Death Valley,56.7,50.0,71.5,53.1,73.8,66,100.0,20.0,16.5,29.0,50,50.0
BYU,53.0,22.5,52.3,41.2,70.0,70,55.0,80.0,64.9,53.0,62,50.0
SMU,52.7,46.7,71.5,55.0,65.0,62,70.0,20.0,29.2,38.0,50,50.0
Southern Mississippi,51.8,3.3,44.2,32.7,68.5,54,100.0,80.0,77.3,51.5,50,50.0
Wake Forest,50.7,15.0,61.9,78.5,61.3,54,55.0,66.7,48.1,53.0,50,50.0
Virginia,50.5,13.3,56.5,78.1,50.0,54,55.0,80.0,59.2,51.5,50,50.0
Duke,50.3,15.0,41.5,43.5,63.2,54,70.0,80.0,75.1,53.0,50,50.0
Memphis,50.3,16.7,49.6,66.5,53.5,54,70.0,80.0,59.4,15.2,50,50.0
Iowa,50.1,29.2,69.6,38.5,64.6,62,55.0,50.0,34.8,48.5,50,80.0
Arizona State,49.8,30.0,47.7,35.4,65.5,62,55.0,66.7,50.5,51.5,62,50.0
Purdue,48.8,7.5,51.9,50.8,63.5,62,70.0,66.7,50.2,53.0,62,50.0
Fresno State,48.5,16.7,53.5,65.0,61.5,58,70.0,50.0,44.9,41.0,50,50.0
California,48.4,13.3,55.0,60.8,62.0,58,70.0,66.7,46.4,1.2,50,50.0
Maryland,48.3,20.0,60.0,40.8,67.0,70,35.0,66.7,57.7,48.5,50,50.0
Houston,48.2,22.5,56.2,72.3,64.6,62,35.0,50.0,50.8,42.5,62,50.0
Syracuse,48.1,0.0,33.5,41.2,68.5,66,70.0,80.0,77.5,53.0,62,50.0
Air Force,47.5,0.0,32.3,63.1,55.5,54,80.0,80.0,70.6,51.5,50,50.0
Indiana,47.0,20.0,54.6,60.4,70.8,58,55.0,33.3,50.9,44.0,50,50.0
Navy,46.7,0.0,42.3,36.5,81.0,82,55.0,75.0,58.9,42.5,50,50.0
Colorado,46.0,24.2,58.8,66.2,65.8,62,35.0,33.3,49.6,38.0,50,50.0
Stanford,45.9,24.2,45.0,61.9,63.5,54,55.0,50.0,39.3,32.0,50,50.0
Minnesota,45.8,10.8,53.8,38.5,70.5,50,35.0,80.0,59.0,51.5,50,50.0
Troy,45.5,0.0,45.4,58.8,53.5,54,55.0,80.0,64.3,53.0,50,50.0
Florida International,45.5,0.0,42.3,50.4,64.5,70,80.0,50.0,52.7,47.0,50,50.0
Washington State,45.4,0.0,33.8,55.0,55.5,66,70.0,75.0,48.6,82.1,50,50.0
Mississippi State,45.1,4.2,40.4,56.2,69.8,62,70.0,50.0,43.5,47.0,62,50.0
UCF,45.1,7.5,36.2,58.5,63.5,66,55.0,66.7,55.7,42.5,50,50.0
Pittsburgh,45.0,20.0,24.6,1.2,71.5,50,70.0,80.0,61.9,56.0,50,50.0
Toledo,44.9,7.5,48.1,76.5,56.0,62,35.0,75.0,44.8,45.5,50,50.0
Missouri,44.8,7.5,58.1,64.6,58.2,70,70.0,33.3,29.1,38.0,50,50.0
Marshall,44.8,0.0,43.8,30.0,90.5,54,35.0,80.0,63.2,56.0,62,50.0
Cincinnati,44.7,0.0,46.2,45.0,73.2,62,55.0,50.0,62.4,41.0,74,50.0
Boise State,44.6,20.8,28.1,50.0,64.8,50,55.0,66.7,41.9,70.7,50,50.0
Ohio,44.5,0.0,16.5,41.9,66.0,54,90.0,80.0,52.9,59.0,50,50.0
Rutgers,44.4,3.3,39.2,45.0,57.5,54,80.0,66.7,42.4,51.5,50,50.0
Louisiana Tech,42.8,0.0,30.4,20.4,63.5,62,80.0,66.7,49.2,74.5,50,50.0
Kentucky,42.7,3.3,43.1,53.5,61.0,74,35.0,66.7,50.8,51.5,50,50.0
Hawai'i,42.4,0.0,47.7,41.5,50.5,58,70.0,66.7,49.5,11.0,50,50.0
Temple,42.2,15.0,62.7,77.7,50.5,54,35.0,33.3,34.4,32.0,50,50.0
Arizona,41.6,0.0,38.5,40.0,54.5,58,70.0,66.7,48.2,22.1,50,50.0
Kansas,41.5,5.8,45.0,53.5,50.5,58,35.0,66.7,56.8,42.5,50,50.0
Illinois,41.2,7.5,48.8,72.3,54.5,62,50.0,33.3,37.2,32.0,50,50.0
Michigan State,40.7,16.7,57.3,24.6,50.0,50,55.0,33.3,29.0,83.5,50,50.0
Kansas State,40.5,0.0,46.9,58.1,50.0,58,35.0,66.7,51.2,42.5,50,50.0
Colorado State,39.9,0.0,35.4,37.7,71.0,62,35.0,66.7,43.6,56.0,62,50.0
North Texas,39.5,15.0,39.2,50.4,68.5,70,35.0,33.3,47.2,2.3,50,50.0
Appalachian State,38.8,0.0,33.8,67.7,65.5,58,55.0,33.3,40.8,32.0,50,50.0
Boston College,38.6,0.0,45.4,45.8,76.0,58,55.0,20.0,36.2,29.0,62,50.0
Louisville,38.2,0.0,45.8,15.0,57.0,58,35.0,66.7,57.4,48.5,50,50.0
Louisiana,37.8,0.0,21.5,34.2,50.5,58,80.0,50.0,20.7,100.0,50,50.0
Eastern Michigan,37.8,0.0,32.3,70.4,61.5,58,35.0,50.0,41.1,36.5,50,50.0
UConn,37.6,3.3,27.7,55.4,51.0,54,35.0,66.7,58.4,13.7,50,50.0
UTSA,37.2,0.0,22.3,23.5,50.0,54,55.0,66.7,47.9,84.8,50,50.0
Gate City,36.9,0.0,30.0,16.5,63.2,54,35.0,75.0,48.7,44.0,62,50.0
Tulane,36.6,7.5,40.0,13.5,56.5,62,50.0,50.0,32.4,32.0,50,50.0
Utah,35.7,7.5,35.4,47.7,64.8,58,35.0,33.3,31.2,32.0,50,50.0
Delaware,35.7,0.0,7.7,26.2,75.5,58,55.0,66.7,45.1,14.3,50,50.0
Missouri State,35.1,0.0,6.9,29.6,60.5,54,50.0,80.0,34.1,54.5,50,50.0
Georgia Southern,34.9,0.0,20.0,58.5,56.5,58,55.0,33.3,39.3,32.0,50,50.0
Georgia State,34.8,0.0,17.3,11.9,50.0,54,55.0,66.7,39.6,84.7,50,50.0
Miami University,34.4,0.0,0.0,50.0,53.5,54,35.0,66.7,50.1,95.6,50,50.0
Massachusetts,34.4,0.0,15.8,38.5,71.0,54,50.0,33.3,32.4,69.2,62,50.0
Ball State,34.1,0.0,16.9,50.4,50.5,54,55.0,33.3,43.0,60.2,50,50.0
Vanderbilt,33.9,0.0,16.2,25.8,50.0,58,55.0,50.0,45.7,54.5,50,50.0
Oregon State,33.8,0.0,29.2,23.1,50.5,50,70.0,33.3,31.9,42.5,50,50.0
Middle Tennessee,33.7,0.0,26.9,6.2,50.0,54,35.0,66.7,43.0,84.8,50,50.0
Central Michigan,33.3,0.0,8.1,13.1,50.0,62,55.0,66.7,56.6,11.8,50,50.0
Rice,33.0,0.0,17.3,11.9,65.8,66,35.0,50.0,44.9,45.5,62,50.0
Iowa State,32.8,0.0,8.5,39.2,50.0,54,35.0,66.7,37.0,76.8,50,50.0
Utah State,32.6,0.0,16.2,14.6,50.0,54,55.0,50.0,48.8,41.0,50,50.0
UMass,32.5,0.0,0.0,50.0,50.0,50,50.0,50.0,50.0,50.0,50,50.0
South Carolina,32.4,0.0,29.6,50.8,50.0,50,35.0,33.3,42.7,32.0,50,50.0
Liberty,32.0,0.0,15.8,8.1,50.0,54,45.0,66.7,53.3,12.8,50,50.0
Army,31.5,0.0,25.8,21.5,50.0,66,35.0,50.0,29.9,41.0,50,50.0
UNLV,31.5,0.0,10.8,10.4,50.0,50,70.0,33.3,33.4,88.4,50,50.0
Jacksonville State,31.4,0.0,0.8,5.4,50.0,50,55.0,66.7,37.0,85.7,50,50.0
South Alabama,31.3,0.0,0.0,5.0,50.0,50,55.0,66.7,54.8,41.0,50,50.0
Arkansas State,31.3,0.0,18.1,0.8,50.0,58,55.0,50.0,46.1,3.5,50,80.0
Northwestern,31.0,0.0,9.2,6.2,50.0,62,55.0,50.0,42.6,41.0,50,50.0
UL Monroe,30.0,0.0,10.0,7.3,50.0,54,35.0,66.7,57.3,6.5,50,50.0
Western Kentucky,29.8,0.0,2.3,23.1,50.0,54,35.0,66.7,38.6,45.5,50,50.0
James Madison,29.0,0.0,15.4,18.1,50.0,50,55.0,33.3,40.0,4.7,50,50.0
Kennesaw State,28.9,0.0,6.5,33.5,50.0,58,35.0,33.3,32.2,86.6,50,50.0
Akron,28.8,0.0,5.8,31.9,50.0,50,35.0,33.3,40.6,85.2,50,50.0
Western Michigan,28.8,0.0,6.2,1.9,60.5,54,35.0,50.0,47.7,45.5,50,50.0
New Mexico State,28.6,0.0,6.5,31.9,50.5,54,35.0,50.0,40.6,9.8,50,50.0
Tulsa,28.5,0.0,30.8,6.5,50.0,50,50.0,20.0,30.3,32.0,50,50.0
Old Dominion,28.2,0.0,2.7,25.0,50.0,54,35.0,50.0,38.8,41.0,50,50.0
Coastal Carolina,27.2,0.0,0.0,14.6,70.5,62,35.0,33.3,33.4,32.0,50,50.0
Charlotte,26.9,0.0,0.0,22.3,50.0,50,55.0,33.3,40.3,0.0,50,50.0
Sam Houston,26.2,0.0,3.8,12.7,50.0,54,35.0,50.0,26.8,32.0,50,50.0
Texas State,25.6,0.0,5.0,18.1,50.5,50,35.0,33.3,33.2,38.0,50,50.0
UTEP,23.1,0.0,0.8,7.3,50.0,50,35.0,33.3,21.5,38.0,50,50.0
Kent State,21.7,0.0,0.0,8.5,53.2,50,35.0,20.0,20.9,29.0,50,50.0
