Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Notre Dame,85.7,96.7,93.1,99.2,84.3,78,90.0,50.0,88.6,46.5,86,100.0
Bowling Green,82.2,86.7,98.5,62.3,78.4,70,100.0,50.0,83.4,100.0,74,100.0
Alabama,81.9,83.3,94.6,98.5,84.1,74,100.0,50.0,55.6,100.0,62,100.0
Texas Tech,81.8,74.2,95.4,87.7,78.4,82,100.0,50.0,90.3,72.5,74,100.0
Texas,81.5,90.8,83.1,97.7,89.7,82,90.0,50.0,72.3,9.3,98,80.0
Nebraska,80.2,96.7,99.2,20.8,93.6,78,90.0,50.0,58.5,100.0,100,50.0
Ohio State,78.3,90.8,96.9,94.6,81.8,66,70.0,50.0,60.9,42.0,74,100.0
Georgia,76.3,89.2,97.7,61.5,85.0,78,70.0,50.0,62.9,100.0,50,50.0
Auburn,76.1,55.8,81.5,93.8,75.8,78,100.0,50.0,65.4,100.0,98,100.0
Florida State,75.7,74.2,86.2,86.9,80.0,82,70.0,50.0,77.1,97.8,74,50.0
Clemson,75.5,90.8,84.6,69.2,74.5,74,70.0,50.0,69.9,19.8,98,100.0
Ole Miss,74.6,70.0,89.2,96.9,75.0,86,80.0,50.0,68.9,37.9,74,50.0
USF,73.9,48.3,93.8,95.4,70.1,78,100.0,50.0,86.6,33.5,62,100.0
Georgia Tech,73.3,70.0,73.1,66.2,78.2,82,100.0,50.0,72.2,68.0,74,50.0
Michigan,73.1,96.7,88.5,96.2,81.7,62,50.0,50.0,64.7,0.0,62,50.0
USC,72.7,83.3,96.2,56.2,76.8,62,70.0,50.0,57.8,100.0,62,50.0
Florida,72.5,65.0,82.3,83.8,73.5,78,70.0,50.0,71.8,72.5,86,100.0
Penn State,71.8,80.0,91.5,90.0,78.9,58,70.0,50.0,59.8,41.0,50,50.0
Miami,71.7,83.3,90.8,0.0,85.0,66,90.0,50.0,68.8,57.5,86,50.0
Texas A&M,70.5,63.3,72.3,80.0,74.2,78,100.0,50.0,74.4,2.0,74,50.0
Oklahoma,69.0,54.2,77.7,70.8,87.0,78,90.0,50.0,61.6,1.6,98,50.0
Rapid City,68.0,74.2,86.9,82.3,80.5,66,70.0,50.0,47.6,4.2,50,50.0
LSU,67.9,66.7,78.5,78.5,73.0,70,70.0,50.0,72.5,0.0,62,100.0
Oregon,66.5,66.7,85.4,86.2,75.6,54,50.0,50.0,63.1,65.0,62,50.0
Tennessee,66.3,46.7,73.8,91.5,68.2,78,90.0,50.0,42.9,100.0,62,50.0
San Jose State,66.2,42.5,92.3,93.1,75.5,66,55.0,50.0,64.0,100.0,50,100.0
Washington,65.9,66.7,90.0,36.9,66.9,66,65.0,50.0,53.9,100.0,74,50.0
Hammond,64.9,70.0,87.7,40.0,68.1,66,70.0,50.0,62.1,0.0,74,50.0
NC State,64.8,57.5,79.2,58.5,78.8,78,70.0,50.0,60.2,36.5,62,50.0
TCU,64.5,53.3,83.8,92.3,74.8,82,50.0,50.0,63.8,15.8,62,50.0
Oklahoma State,61.6,55.8,74.6,74.6,67.8,50,70.0,50.0,56.9,50.0,50,50.0
Death Valley,61.6,29.2,63.8,63.8,73.0,74,100.0,50.0,48.7,100.0,62,80.0
Panama City,61.3,39.2,80.8,84.6,70.5,66,70.0,50.0,49.3,70.2,50,50.0
Alabaster,60.9,46.7,67.7,12.3,75.6,70,100.0,50.0,40.3,100.0,62,80.0
Arizona State,60.7,40.8,76.2,71.5,63.2,58,90.0,50.0,58.0,15.2,62,50.0
Wyoming,60.2,48.3,39.2,44.6,83.8,82,90.0,50.0,61.8,51.5,74,50.0
Arkansas,60.2,46.7,70.8,47.7,71.6,66,90.0,50.0,54.6,31.9,50,50.0
West Virginia,59.3,33.3,60.0,42.3,79.0,62,70.0,50.0,79.4,65.0,86,100.0
Duke,58.7,24.2,75.4,89.2,63.2,62,70.0,50.0,53.3,100.0,62,50.0
North Carolina,58.2,31.7,66.9,36.2,67.1,66,90.0,50.0,63.0,87.7,62,50.0
UCLA,57.9,40.8,76.9,45.4,67.5,66,70.0,50.0,71.8,0.0,62,50.0
Baylor,55.4,36.7,80.0,50.0,59.5,62,70.0,50.0,61.2,0.0,50,50.0
SMU,54.7,31.7,71.5,57.7,67.5,62,70.0,50.0,62.9,0.0,50,50.0
Houston,54.5,27.5,66.2,88.5,83.5,54,55.0,50.0,59.2,0.0,50,50.0
East Carolina,54.3,20.0,50.8,73.1,68.5,58,100.0,50.0,60.1,0.0,62,50.0
Virginia Tech,53.9,33.3,69.2,43.8,65.5,62,50.0,50.0,57.5,93.7,62,50.0
