Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Texas Tech,86.4,86.7,97.3,82.7,88.2,90,90.0,80.0,67.5,53.0,98,100.0
Notre Dame,85.0,83.3,93.5,99.2,84.1,74,100.0,80.0,68.3,53.0,74,100.0
Bowling Green,83.5,96.7,96.9,67.7,82.1,90,70.0,80.0,79.9,53.0,74,80.0
Nebraska,83.5,96.7,98.8,49.6,94.6,74,70.0,80.0,72.3,51.5,100,100.0
Ole Miss,80.6,70.8,89.2,93.8,79.8,78,100.0,80.0,72.8,51.5,74,50.0
Texas,80.2,74.2,80.8,89.2,80.1,82,90.0,80.0,71.6,51.5,86,100.0
Georgia,79.0,81.7,94.6,72.7,77.7,86,80.0,80.0,55.7,51.5,86,50.0
Florida State,78.4,70.0,88.5,42.7,83.5,82,100.0,80.0,79.3,53.0,74,100.0
Miami,77.6,89.2,91.9,47.7,82.9,70,70.0,80.0,71.5,53.0,86,50.0
Ohio State,76.7,90.8,96.9,68.8,79.8,62,90.0,50.0,46.4,47.0,86,50.0
Florida,76.5,83.3,86.2,85.4,80.7,78,70.0,80.0,55.3,53.0,62,50.0
San Jose State,73.7,63.3,93.5,93.8,69.0,74,70.0,80.0,74.1,53.0,50,50.0
Oregon,73.6,74.2,86.2,89.2,81.4,70,50.0,80.0,67.0,53.0,74,50.0
Penn State,73.5,60.8,91.9,83.5,75.2,74,100.0,50.0,43.0,100.0,74,50.0
USF,72.4,44.2,95.8,77.7,69.0,78,100.0,80.0,60.7,56.0,62,50.0
Michigan,72.3,65.0,85.4,96.5,72.7,62,80.0,80.0,55.4,53.0,50,50.0
Alabama,71.9,74.2,95.4,78.8,78.3,86,90.0,20.0,35.0,38.0,98,50.0
Texas A&M,70.7,70.0,76.2,86.5,84.5,66,50.0,80.0,70.2,51.5,62,50.0
Tennessee,70.5,46.7,74.6,90.0,72.5,74,90.0,80.0,65.6,51.5,74,50.0
TCU,69.9,62.5,80.0,91.9,67.5,58,70.0,80.0,71.8,51.5,50,50.0
Hammond,69.9,65.0,85.8,66.9,77.0,74,90.0,50.0,48.6,47.0,74,50.0
Auburn,69.7,57.5,83.5,95.0,77.2,66,100.0,50.0,55.2,6.5,62,50.0
