Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Notre Dame,84.1,96.7,93.1,99.2,84.3,78,90.0,50.0,66.2,51.5,86,100.0
Texas,81.2,90.8,83.1,97.7,89.7,82,90.0,50.0,52.3,51.5,98,80.0
Alabama,80.1,83.3,94.6,98.5,84.1,74,100.0,50.0,51.6,51.5,62,100.0
Texas Tech,79.3,74.2,95.4,87.7,78.4,82,100.0,50.0,66.2,51.5,74,100.0
Bowling Green,79.2,86.7,98.5,62.3,78.4,70,100.0,50.0,64.0,51.5,74,100.0
Ohio State,79.0,90.8,96.9,94.6,81.8,66,70.0,50.0,66.2,51.5,74,100.0
Nebraska,76.4,96.7,99.2,20.8,93.6,78,90.0,50.0,31.1,47.0,100,50.0
Auburn,74.8,55.8,81.5,93.8,75.8,78,100.0,50.0,68.2,50.0,98,100.0
Georgia,74.7,89.2,97.7,61.5,85.0,78,70.0,50.0,61.1,51.5,50,50.0
Ole Miss,74.3,70.0,89.2,96.9,75.0,86,80.0,50.0,60.3,51.5,74,50.0
Michigan,74.2,96.7,88.5,96.2,81.7,62,50.0,50.0,59.6,51.5,62,50.0
Clemson,73.5,90.8,84.6,69.2,74.5,74,70.0,50.0,39.2,47.0,98,80.0
Penn State,72.8,80.0,91.5,90.0,78.9,58,70.0,50.0,68.8,50.0,50,50.0
Florida State,72.8,74.2,86.2,86.9,80.0,82,70.0,50.0,58.9,51.5,74,50.0
USF,72.8,48.3,93.8,95.4,70.1,78,100.0,50.0,66.2,51.5,62,100.0
Florida,71.4,65.0,82.3,83.8,73.5,78,70.0,50.0,66.2,51.5,86,100.0
Texas A&M,70.7,63.3,72.3,80.0,74.2,78,100.0,50.0,58.1,51.5,74,50.0
USC,70.6,83.3,96.2,56.2,76.8,62,70.0,50.0,50.0,50.0,62,50.0
Oklahoma,69.9,54.2,77.7,70.8,87.0,78,90.0,50.0,53.8,51.5,98,50.0
Rapid City,69.3,74.2,86.9,82.3,80.5,66,70.0,50.0,45.7,54.5,50,50.0
Georgia Tech,69.0,70.0,73.1,66.2,78.2,82,100.0,50.0,25.3,47.0,74,50.0
LSU,68.9,66.7,78.5,78.5,73.0,70,70.0,50.0,66.2,51.5,62,100.0
Miami,68.1,83.3,90.8,0.0,85.0,66,90.0,50.0,27.5,47.0,86,50.0
Tennessee,66.9,46.7,73.8,91.5,68.2,78,90.0,50.0,68.8,50.0,62,50.0
Oregon,66.4,66.7,85.4,86.2,75.6,54,50.0,50.0,68.2,50.0,62,50.0
TCU,65.8,53.3,83.8,92.3,74.8,82,50.0,50.0,66.2,51.5,62,50.0
San Jose State,63.8,42.5,92.3,93.1,75.5,66,55.0,50.0,50.8,54.5,50,100.0
Hammond,63.3,70.0,87.7,40.0,68.1,66,70.0,50.0,25.3,47.0,74,50.0
NC State,62.7,57.5,79.2,58.5,78.8,78,70.0,50.0,30.4,47.0,62,50.0
